"";"country";"reach";"employment";"temp_contract";"autonomy_selection";"autonomy_emphasis";"ethics_1";"ethics_2";"ethics_3";"ethics_4";"work_experience";"trust_parliament";"trust_government";"trust_parties";"trust_politicians"
"721";"Denmark";"National";"Part-time";"Temporary";4;4;2;4;3;4;1;3;3;3;3
"722";"Denmark";"Regional";"Full-time";"Permanent";3;4;4;1;1;4;35;3;1;2;2
"723";"Denmark";"Local";"Full-time";"Permanent";4;4;4;3;4;5;17;2;1;1;2
"724";"Austria";"National";"Part-time";"Permanent";4;4;2;2;1;1;23;3;3;3;3
"725";"UK";"National";"Full-time";"Permanent";4;4;2;2;2;1;29;3;3;3;3
"726";"Denmark";"National";"Part-time";"Permanent";4;5;3;3;2;4;6;3;2;1;2
"727";"Austria";"National";"Freelancer";NA;4;4;1;4;1;2;5;2;2;2;2
"728";"Austria";"Regional";"Full-time";"Permanent";4;5;1;4;5;1;9;4;3;2;3
"729";"Denmark";"National";"Freelancer";NA;4;4;2;4;4;3;9;3;2;2;2
"730";"UK";"Transnational";"Full-time";"Permanent";3;3;2;3;2;3;7;3;3;3;3
"731";"UK";"Local";"Full-time";"Permanent";4;4;2;2;2;2;2;3;2;2;2
"732";"UK";"National";"Freelancer";NA;5;5;2;2;2;4;30;3;3;3;3
"733";"Denmark";"National";"Part-time";"Permanent";4;4;2;4;2;5;5;1;1;1;1
"734";"UK";"National";"Full-time";"Permanent";1;2;1;1;2;1;30;4;3;3;3
"735";"UK";"Transnational";"Full-time";"Permanent";4;5;1;4;1;3;35;3;3;2;3
"736";"Germany";"Local";"Full-time";"Permanent";5;5;1;5;3;3;35;2;2;2;3
"737";"Denmark";"National";"Full-time";NA;5;4;2;3;2;3;27;2;2;2;2
"738";"Denmark";"National";"Full-time";"Permanent";5;5;1;1;1;1;25;2;3;1;2
"739";"Germany";"Regional";"Full-time";"Permanent";4;5;1;4;3;2;8;4;4;3;3
"740";"UK";"National";"Full-time";"Permanent";3;4;1;2;2;3;13;3;3;3;3
"741";"Germany";"Regional";"Freelancer";NA;4;5;1;4;2;2;28;3;3;3;3
"742";"Germany";"Regional";"Full-time";"Permanent";5;5;2;4;3;1;30;3;2;3;2
"743";"Germany";"Regional";"Full-time";"Permanent";4;4;1;4;1;2;10;4;4;3;3
"744";"UK";"Transnational";"Part-time";"Permanent";4;4;1;1;1;1;20;3;2;3;3
"745";"Austria";"Regional";"Full-time";"Permanent";2;2;3;4;2;4;16;4;3;2;2
"746";"UK";"Transnational";"Full-time";"Permanent";4;4;1;1;1;1;30;3;3;3;3
"747";"Germany";"Regional";"Full-time";"Permanent";4;4;1;4;4;3;17;3;3;2;2
"748";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;4;4;4;10;3;3;2;3
"749";"UK";"Local";"Full-time";"Permanent";4;5;2;4;2;2;9;2;2;2;2
"750";"Germany";"Regional";"Freelancer";NA;5;4;1;2;1;2;20;5;4;4;4
"751";"Austria";"National";"Full-time";"Permanent";4;4;1;4;3;1;30;3;3;3;3
"752";"Germany";"National";"Full-time";"Permanent";4;5;1;4;1;3;15;4;5;3;3
"753";"UK";"Regional";"Freelancer";NA;2;4;2;4;4;1;25;3;3;3;3
"754";"Switzerland";"Local";"Part-time";"Permanent";4;4;1;1;1;1;25;3;4;3;3
"755";"Switzerland";"Regional";"Full-time";"Permanent";4;5;2;4;2;3;7;3;3;2;1
"756";"Austria";"Local";"Full-time";"Permanent";5;5;2;3;4;4;25;3;2;3;3
"757";"Denmark";"National";"Freelancer";NA;5;5;1;1;1;1;13;2;2;2;2
"758";"Austria";"National";"Full-time";"Permanent";4;4;1;2;2;2;20;3;3;3;3
"759";"Denmark";"National";"Full-time";"Permanent";4;4;4;4;4;4;16;3;3;3;3
"760";"Denmark";"National";"Full-time";"Temporary";4;4;1;1;1;1;30;3;2;2;2
"761";"UK";"Regional";"Freelancer";NA;4;4;1;4;4;4;27;3;3;3;3
"762";"Switzerland";"National";"Full-time";"Permanent";5;5;1;5;1;1;30;4;3;3;3
"763";"Austria";"National";"Full-time";"Permanent";5;5;1;2;3;3;17;3;3;2;2
"764";"Denmark";"Local";"Freelancer";NA;5;5;3;4;3;4;10;3;3;2;2
"765";"Denmark";"National";"Full-time";"Permanent";3;3;4;5;4;4;25;3;2;1;2
"766";"Germany";"Local";"Full-time";"Permanent";5;5;1;5;1;1;25;3;3;2;2
"767";"Germany";"National";"Full-time";"Permanent";4;4;2;4;3;3;10;4;4;3;4
"768";"Switzerland";"Regional";"Full-time";"Permanent";5;5;1;5;1;1;8;4;4;3;3
"769";"Austria";"National";"Full-time";"Permanent";4;4;2;2;1;3;13;5;3;3;3
"770";"Germany";"Regional";"Full-time";"Permanent";5;5;1;4;1;1;21;4;4;3;3
"771";"Austria";"Regional";"Part-time";"Permanent";4;4;2;3;3;2;17;3;3;2;3
"772";"Switzerland";"Regional";"Part-time";"Permanent";3;4;1;4;3;4;12;4;4;4;4
"773";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;4;2;3;15;3;4;3;3
"774";"Denmark";"National";"Full-time";"Permanent";3;3;1;3;2;2;3;4;3;3;3
"775";"UK";"National";"Freelancer";NA;5;5;2;2;2;3;40;3;3;3;2
"776";"UK";"National";"Full-time";"Permanent";2;3;1;5;1;3;5;3;2;2;2
"777";"Denmark";"National";"Freelancer";NA;5;5;2;2;2;2;40;3;3;3;3
"778";"Germany";"Regional";"Full-time";"Permanent";4;4;1;5;1;1;27;4;4;4;4
"779";"Austria";"National";"Part-time";"Permanent";3;4;1;4;3;2;22;3;3;2;2
"780";"UK";"National";"Full-time";"Permanent";4;4;2;4;1;2;35;3;3;3;3
"781";"Austria";"Regional";"Part-time";"Permanent";4;5;1;2;2;3;10;3;3;3;3
"782";"Germany";"Local";"Full-time";"Permanent";4;5;1;5;3;3;15;3;3;2;2
"783";"Austria";"Regional";"Full-time";"Permanent";4;4;2;5;3;4;5;2;3;2;3
"784";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;4;2;2;24;3;4;2;2
"785";"Switzerland";"National";"Part-time";"Permanent";4;4;2;4;2;4;7;3;3;1;2
"786";"Denmark";"National";"Full-time";"Permanent";4;5;2;4;4;1;15;2;2;2;2
"787";"Austria";"Regional";"Full-time";"Permanent";4;4;2;3;2;3;28;2;2;2;2
"788";"Austria";"Regional";"Full-time";"Permanent";4;4;1;4;3;3;8;4;4;3;3
"789";"Denmark";"Local";"Full-time";"Permanent";3;3;2;3;3;2;7;3;2;2;2
"790";"UK";"National";"Full-time";"Permanent";3;3;1;4;1;4;5;5;5;3;2
"791";"UK";"Regional";"Full-time";"Permanent";5;5;1;5;4;5;26;4;4;3;3
"792";"UK";"Transnational";"Full-time";"Permanent";3;5;1;4;3;4;5;4;2;2;2
"793";"Germany";"Regional";"Full-time";"Permanent";4;5;1;5;1;1;13;3;4;3;3
"794";"Austria";"Regional";"Part-time";"Permanent";4;5;2;5;1;1;12;2;3;2;2
"795";"Switzerland";"Regional";"Full-time";"Permanent";4;3;2;5;2;3;10;3;3;2;2
"796";"Austria";"National";"Part-time";"Permanent";3;4;1;4;2;3;15;3;2;2;2
"797";"Denmark";"National";"Full-time";"Permanent";4;4;1;2;3;2;10;4;3;2;3
"798";"Austria";"National";"Full-time";"Permanent";4;4;2;5;3;2;37;4;4;4;4
"799";"UK";"National";"Full-time";"Permanent";NA;NA;1;5;5;1;2;3;3;3;3
"800";"Austria";"National";"Full-time";"Permanent";4;4;2;4;3;2;5;3;3;2;3
"801";"Denmark";"National";"Part-time";"Permanent";3;3;2;3;2;4;15;3;3;2;1
"802";"Switzerland";"National";"Full-time";"Permanent";4;4;1;4;2;3;35;4;4;3;3
"803";"Denmark";"Regional";"Full-time";NA;4;5;1;4;1;4;20;3;3;2;3
"804";"Germany";"Regional";"Full-time";"Permanent";5;5;1;3;1;1;33;2;2;3;2
"805";"Switzerland";"National";"Part-time";"Permanent";4;4;1;2;1;3;8;4;4;3;3
"806";"Germany";"National";"Full-time";"Permanent";4;4;1;1;1;1;18;4;4;3;4
"807";"Switzerland";"National";"Part-time";"Permanent";4;4;2;4;3;2;15;4;4;4;4
"808";"Switzerland";"National";"Full-time";"Permanent";4;4;1;3;3;1;9;3;3;2;2
"809";"Denmark";"Regional";"Full-time";"Permanent";3;3;2;1;2;4;9;3;3;3;3
"810";"Austria";"National";"Full-time";"Permanent";4;4;1;4;3;1;10;3;3;3;3
"811";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;2;1;1;9;3;3;3;3
"812";"Germany";"National";"Full-time";"Permanent";3;3;1;3;2;2;5;4;4;2;2
"813";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;2;2;3;5;4;4;3;3
"814";"Denmark";"National";"Full-time";"Permanent";4;5;4;5;4;4;20;3;3;2;3
"815";"UK";"National";"Full-time";"Permanent";3;3;2;4;4;3;11;3;3;3;2
"816";"Denmark";"National";"Freelancer";NA;5;5;3;5;4;3;29;4;2;2;3
"817";"Denmark";"National";"Full-time";"Permanent";4;4;1;2;2;2;24;4;3;3;3
"818";"Austria";"Regional";"Full-time";"Permanent";4;4;1;1;1;1;27;3;3;3;2
"819";"UK";"Transnational";"Full-time";"Permanent";4;4;1;4;2;2;27;2;1;1;2
"820";"Denmark";"National";"Full-time";"Permanent";4;4;1;1;1;2;28;3;4;2;3
"821";"UK";"National";"Full-time";"Permanent";4;4;1;3;1;1;14;3;2;2;2
"822";"Denmark";"Local";"Full-time";"Permanent";4;4;2;4;4;4;20;3;3;3;3
"823";"Austria";"National";"Full-time";"Permanent";5;5;2;3;4;3;20;2;2;2;3
"824";"UK";"National";"Full-time";"Temporary";5;5;2;4;2;4;2;4;4;4;4
"825";"Germany";"National";"Full-time";"Permanent";3;3;1;3;2;1;15;4;4;2;2
"826";"Switzerland";"Local";"Part-time";"Temporary";4;3;2;3;2;1;5;3;3;3;3
"827";"Switzerland";"Local";"Full-time";"Permanent";5;5;2;4;3;2;28;3;1;1;1
"828";"Denmark";"Local";"Full-time";"Permanent";5;5;1;2;1;2;26;4;3;2;3
"829";"Switzerland";"Regional";"Part-time";"Permanent";4;5;1;3;4;2;7;4;4;2;2
"830";"Switzerland";"Local";"Part-time";"Permanent";4;4;1;1;1;1;15;4;4;3;2
"831";"Germany";"Local";"Freelancer";NA;4;5;1;2;2;2;5;4;4;3;3
"832";"Denmark";"Regional";"Full-time";"Permanent";4;5;2;4;2;4;13;4;3;2;2
"833";"Switzerland";"National";"Part-time";"Permanent";4;4;2;5;3;2;15;4;4;3;3
"834";"Switzerland";"Local";"Part-time";"Permanent";4;4;1;2;2;2;10;3;3;2;2
"835";"Austria";"National";"Full-time";"Permanent";5;5;2;4;4;1;21;3;3;2;2
"836";"Austria";"National";"Full-time";"Temporary";3;4;2;3;2;1;10;3;1;1;1
"837";"Denmark";"Regional";"Full-time";"Permanent";4;5;1;1;1;1;23;3;3;3;3
"838";"Denmark";"National";"Freelancer";NA;5;5;2;4;2;4;12;3;3;2;2
"839";"Germany";"Regional";"Freelancer";NA;2;3;1;2;1;1;34;3;3;1;3
"840";"Austria";"National";"Full-time";"Permanent";4;5;1;2;2;2;18;3;3;3;3
"841";"UK";"Local";"Full-time";"Permanent";4;4;1;2;2;2;NA;2;2;2;2
"842";"Denmark";"National";"Full-time";"Permanent";4;4;2;2;4;2;30;4;4;4;4
"843";"Germany";"Regional";"Full-time";"Permanent";4;5;1;4;1;1;14;4;4;3;3
"844";"Denmark";"National";"Freelancer";NA;4;4;4;4;4;4;3;3;3;3;3
"845";"Germany";"Regional";"Full-time";"Permanent";3;5;1;3;2;2;23;3;2;2;2
"846";"Switzerland";"Local";"Full-time";"Permanent";4;4;1;4;2;3;13;3;3;2;2
"847";"Germany";"Local";"Freelancer";NA;3;5;2;4;2;2;4;2;2;2;2
"848";"Denmark";"Local";"Full-time";"Temporary";3;3;1;1;1;1;28;3;3;2;3
"849";"Denmark";"Regional";"Part-time";"Permanent";4;3;5;4;4;1;30;3;3;2;3
"850";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;1;1;1;12;2;2;2;2
"851";"Austria";"Regional";"Full-time";"Permanent";4;5;1;3;3;2;20;4;3;3;3
"852";"Switzerland";"Local";"Part-time";"Permanent";4;4;1;4;1;2;20;4;4;3;2
"853";"Denmark";"Local";"Freelancer";NA;4;5;2;3;3;2;43;2;1;3;2
"854";"Germany";"Regional";"Freelancer";NA;4;4;1;1;2;1;7;4;3;3;3
"855";"Austria";"National";"Full-time";"Permanent";3;4;1;1;3;1;13;3;3;3;3
"856";"Austria";"National";"Full-time";"Temporary";4;5;1;3;3;3;16;3;2;2;2
"857";"Denmark";"Local";"Freelancer";NA;4;4;1;1;1;1;45;2;2;1;1
"858";"Denmark";"National";"Full-time";"Permanent";3;2;1;2;2;4;10;2;3;3;2
"859";"Germany";"National";"Full-time";"Permanent";4;5;1;1;1;5;35;2;1;1;1
"860";"UK";"National";"Freelancer";NA;4;4;1;4;2;4;3;1;1;1;1
"861";"Austria";"National";"Full-time";"Permanent";4;4;1;2;3;2;3;3;3;3;3
"862";"Austria";"Regional";"Full-time";"Permanent";4;4;1;3;5;1;18;4;2;1;2
"863";"UK";"Regional";"Full-time";"Permanent";5;5;1;2;1;1;30;3;3;3;3
"864";"Denmark";"National";"Full-time";"Permanent";4;4;5;5;4;2;33;4;2;2;2
"865";"Germany";"Local";"Full-time";"Permanent";5;5;1;4;4;2;40;4;4;4;4
"866";"UK";"Transnational";"Part-time";"Permanent";5;5;2;5;3;2;40;4;4;3;3
"867";"UK";"Local";"Full-time";"Permanent";4;4;1;2;2;1;32;3;3;2;2
"868";"Austria";"National";"Full-time";"Permanent";4;4;2;5;4;2;8;3;3;3;2
"869";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;4;2;4;10;3;3;2;2
"870";"Denmark";"Regional";"Freelancer";NA;3;4;1;5;4;2;2;3;2;2;2
"871";"UK";"Transnational";"Full-time";"Permanent";3;4;1;2;1;1;5;3;3;3;2
"872";"Switzerland";"Local";"Full-time";"Permanent";4;4;2;4;2;2;15;3;4;3;3
"873";"Denmark";"National";"Freelancer";NA;3;3;4;1;4;1;12;4;2;2;3
"874";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;2;4;4;35;2;2;1;2
"875";"Austria";"Regional";"Full-time";"Permanent";4;4;1;2;2;2;12;3;3;3;3
"876";"Austria";"Regional";"Full-time";"Permanent";4;4;3;5;3;3;23;2;2;2;2
"877";"Denmark";"National";"Full-time";"Permanent";4;4;1;4;2;4;27;3;2;1;3
"878";"Germany";"Local";"Full-time";"Temporary";4;5;2;5;3;2;4;3;3;2;3
"879";"Denmark";"National";"Freelancer";NA;3;5;3;5;5;3;25;1;1;1;2
"880";"UK";"Regional";"Full-time";"Permanent";5;5;1;4;4;2;26;3;3;3;3
"881";"Switzerland";"National";"Full-time";"Permanent";4;4;1;5;2;3;25;2;2;3;2
"882";"Austria";"National";"Full-time";"Permanent";4;4;2;4;3;2;6;3;3;2;2
"883";"Denmark";"National";"Full-time";"Permanent";4;4;2;4;4;2;20;4;4;3;3
"884";"Austria";"National";"Full-time";"Permanent";4;4;1;1;1;1;16;4;4;4;4
"885";"UK";"National";"Full-time";"Permanent";5;5;2;5;4;2;7;3;3;3;2
"886";"UK";"Transnational";"Freelancer";NA;5;3;1;4;5;4;11;3;2;2;1
"887";"UK";"National";"Full-time";"Permanent";4;4;1;3;2;1;15;3;3;2;2
"888";"Denmark";"Local";"Full-time";"Temporary";2;2;1;4;4;3;38;4;2;2;2
"889";"Germany";"National";"Full-time";"Permanent";3;3;1;5;3;1;17;4;4;2;2
"890";"UK";"Regional";"Full-time";"Permanent";4;4;2;5;5;4;12;3;3;3;3
"891";"UK";"Transnational";"Full-time";"Permanent";5;5;1;1;1;1;20;2;2;2;2
"892";"Denmark";"National";"Full-time";"Permanent";4;4;1;1;1;1;8;3;3;3;3
"893";"Austria";"National";"Freelancer";NA;4;4;1;1;1;1;16;4;3;2;3
"894";"Denmark";"Local";"Full-time";"Permanent";4;4;1;1;2;2;5;3;2;1;2
"895";"Austria";"Regional";"Freelancer";NA;2;4;1;2;2;1;24;3;3;3;3
"896";"UK";"National";"Freelancer";NA;4;5;1;4;1;1;15;1;1;1;2
"897";"Austria";"National";"Full-time";"Permanent";4;4;1;2;1;1;28;3;3;2;2
"898";"Switzerland";"Local";"Full-time";"Permanent";4;5;2;2;1;1;13;2;3;2;2
"899";"Switzerland";"Regional";"Full-time";"Permanent";3;4;2;4;3;3;35;3;3;2;3
"900";"Denmark";"National";"Full-time";"Temporary";1;3;4;4;2;4;4;2;1;2;2
"901";"UK";"National";"Full-time";"Permanent";5;5;1;3;2;2;15;1;1;1;1
"902";"Switzerland";"National";"Full-time";"Permanent";4;4;1;5;4;2;15;4;4;3;3
"903";"UK";"Transnational";"Full-time";"Permanent";4;4;1;4;4;5;7;2;2;2;2
"904";"Germany";"Regional";"Freelancer";NA;4;3;1;2;2;1;19;4;2;3;3
"905";"Germany";"Local";"Full-time";"Permanent";4;4;1;2;1;2;17;3;2;1;3
"906";"Denmark";"National";"Full-time";"Permanent";4;4;2;2;2;2;8;3;3;3;3
"907";"Denmark";"Local";"Full-time";"Permanent";3;3;1;3;2;5;7;4;2;2;3
"908";"Switzerland";"Regional";"Full-time";"Permanent";3;4;3;5;3;2;1;3;3;1;1
"909";"Switzerland";"National";"Full-time";"Permanent";4;4;1;5;3;3;18;4;4;3;3
"910";"Austria";"National";"Full-time";"Permanent";4;4;1;5;3;2;39;4;2;2;1
"911";"Switzerland";"Local";"Part-time";"Permanent";4;4;2;2;1;2;35;3;3;2;2
"912";"Austria";"Regional";"Full-time";"Permanent";4;4;2;3;2;2;5;3;3;3;3
"913";"Austria";"Regional";"Part-time";"Permanent";4;4;2;3;2;2;9;3;3;2;2
"914";"Germany";"National";"Full-time";"Permanent";3;4;1;2;2;1;4;2;2;2;2
"915";"Austria";"Regional";"Part-time";"Permanent";3;4;3;4;2;4;15;4;3;3;2
"916";"UK";"National";"Part-time";"Permanent";3;4;1;5;5;3;15;4;4;3;3
"917";"Switzerland";"National";"Full-time";"Permanent";4;4;2;4;2;3;10;3;2;3;2
"918";"Austria";"Regional";"Full-time";"Permanent";4;5;1;2;1;2;8;3;2;2;2
"919";"Switzerland";"National";"Full-time";"Permanent";3;4;2;3;2;3;4;3;3;2;3
"920";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;3;2;4;21;5;4;4;4
"921";"Switzerland";"National";"Full-time";"Permanent";4;4;1;5;5;1;22;3;3;3;3
"922";"UK";"National";"Full-time";"Permanent";3;3;2;5;4;5;8;3;3;2;2
"923";"Germany";"National";"Full-time";"Permanent";4;4;2;3;1;2;25;4;4;2;3
"924";"UK";"Regional";"Full-time";"Temporary";3;3;1;5;4;4;5;2;2;2;2
"925";"Denmark";"Regional";"Full-time";"Permanent";5;5;1;4;2;1;26;3;3;3;3
"926";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;3;2;3;5;4;3;3;3
"927";"UK";"National";"Full-time";"Permanent";3;2;2;4;2;4;3;3;2;2;2
"928";"Denmark";"National";"Full-time";NA;2;2;1;4;5;4;19;2;3;2;2
"929";"Denmark";"Regional";"Full-time";"Permanent";4;5;1;1;2;3;10;2;3;2;3
"930";"Germany";"Local";"Full-time";"Permanent";4;5;2;2;1;2;22;4;4;3;3
"931";"Denmark";"National";"Full-time";"Permanent";4;4;1;3;1;1;23;4;3;2;3
"932";"Denmark";"Regional";"Full-time";"Permanent";4;5;2;4;2;2;10;2;2;2;2
"933";"Austria";"National";"Part-time";"Permanent";4;4;1;4;3;2;24;2;3;2;2
"934";"Denmark";"National";"Freelancer";NA;2;3;1;2;1;3;4;1;1;1;1
"935";"Denmark";"Regional";"Full-time";"Permanent";4;4;1;2;2;4;25;3;3;1;2
"936";"Denmark";"National";"Full-time";"Permanent";4;3;3;2;2;4;32;3;2;2;2
"937";"Germany";"Regional";"Full-time";"Permanent";5;5;1;5;5;4;25;4;4;3;3
"938";"Austria";"National";"Full-time";"Permanent";4;4;1;1;1;1;25;3;3;3;3
"939";"Switzerland";"National";"Full-time";"Permanent";5;5;1;4;2;3;29;3;3;2;2
"940";"Switzerland";"National";"Full-time";"Permanent";4;5;1;2;2;3;14;4;4;3;3
"941";"Austria";"National";"Full-time";"Permanent";5;5;1;1;1;2;25;2;2;2;2
"942";"Austria";"National";"Full-time";"Permanent";4;5;1;2;1;1;35;4;4;3;2
"943";"Denmark";"National";"Freelancer";NA;1;3;1;1;1;1;20;4;3;3;3
"944";"Denmark";"National";"Full-time";"Permanent";5;5;2;5;4;2;5;3;2;2;2
"945";"Germany";"Regional";"Full-time";"Permanent";4;5;2;4;2;2;5;3;3;4;3
"946";"Denmark";"National";"Full-time";"Permanent";5;5;5;1;1;1;27;3;3;2;3
"947";"Switzerland";"Regional";"Full-time";"Permanent";4;5;1;2;2;1;1;4;4;2;3
"948";"Switzerland";"Local";"Freelancer";NA;3;4;1;1;1;1;19;2;3;2;2
"949";"Denmark";"Local";"Full-time";"Permanent";4;3;2;5;5;5;7;2;1;1;1
"950";"Switzerland";"National";"Part-time";"Permanent";4;4;3;3;3;2;18;3;3;2;2
"951";"UK";"Transnational";"Full-time";"Permanent";4;4;2;5;3;3;2;2;2;2;2
"952";"Switzerland";"National";"Part-time";"Permanent";2;1;2;3;2;3;2;4;4;3;3
"953";"Austria";"Regional";"Full-time";"Permanent";5;4;1;2;1;1;22;2;3;2;3
"954";"Germany";"Regional";"Full-time";"Temporary";4;4;1;5;1;1;27;5;4;3;3
"955";"UK";"Transnational";"Full-time";"Permanent";4;4;1;4;2;2;16;4;4;3;3
"956";"Germany";"Local";"Full-time";"Permanent";3;5;1;2;1;2;18;4;4;4;4
"957";"Austria";"Regional";"Full-time";"Permanent";4;4;1;2;2;2;6;2;2;2;2
"958";"Denmark";"National";"Full-time";"Permanent";4;4;3;5;4;5;44;2;1;2;1
"959";"Austria";"National";"Full-time";"Permanent";4;5;1;5;1;1;18;2;2;1;2
"960";"Germany";"Local";"Full-time";"Permanent";5;5;1;2;1;3;40;3;4;3;3
"961";"Denmark";"National";"Full-time";"Permanent";3;4;4;2;2;4;4;1;1;1;1
"962";"Denmark";"National";"Freelancer";NA;4;4;2;2;2;4;15;3;4;3;3
