"";"country";"reach";"employment";"temp_contract";"autonomy_selection";"autonomy_emphasis";"ethics_1";"ethics_2";"ethics_3";"ethics_4";"work_experience";"trust_parliament";"trust_government";"trust_parties";"trust_politicians"
"963";"Switzerland";"National";"Part-time";"Permanent";3;3;1;4;2;3;2;4;4;3;3
"964";"Germany";"Local";"Full-time";"Temporary";4;5;1;5;1;1;3;5;5;3;3
"965";"Switzerland";"Local";"Full-time";"Permanent";4;4;1;4;2;2;5;3;4;2;2
"966";"Germany";"Local";"Full-time";"Permanent";4;5;3;3;2;3;35;3;3;3;3
"967";"Denmark";"National";"Full-time";"Permanent";5;4;4;5;5;5;3;2;3;2;2
"968";"Austria";"National";"Full-time";"Permanent";5;5;1;2;2;1;25;3;3;2;3
"969";"Germany";"Local";"Full-time";"Permanent";4;4;2;2;2;1;25;3;3;3;3
"970";"Denmark";"Regional";"Full-time";"Permanent";5;5;5;1;1;1;32;4;2;2;2
"971";"Switzerland";"Regional";"Full-time";"Permanent";5;5;1;1;4;1;35;2;3;2;2
"972";"Switzerland";"Local";"Full-time";"Permanent";4;4;2;2;3;2;15;4;4;3;3
"973";"UK";"Transnational";"Full-time";"Permanent";5;5;1;4;2;3;23;2;2;2;2
"974";"Denmark";"National";"Freelancer";NA;1;1;1;4;4;2;21;4;2;2;3
"975";"Austria";"National";"Full-time";"Permanent";4;4;1;4;5;2;5;2;2;2;2
"976";"UK";"National";"Freelancer";NA;3;5;1;5;3;3;20;3;3;3;3
"977";"Switzerland";"Regional";"Full-time";"Permanent";4;4;4;5;4;1;23;3;3;2;2
"978";"Denmark";"National";"Full-time";"Permanent";4;4;4;4;3;4;4;3;2;3;3
"979";"Germany";"Local";"Full-time";"Permanent";3;5;2;4;4;3;25;5;4;3;3
"980";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;4;2;3;25;4;4;2;3
"981";"Denmark";"National";"Full-time";NA;4;4;4;2;4;4;30;2;2;3;2
"982";"UK";"Transnational";"Full-time";"Permanent";5;5;1;5;3;3;36;4;3;2;2
"983";"Switzerland";"Local";"Part-time";"Permanent";4;4;2;5;2;2;7;4;5;3;3
"984";"Austria";"Regional";"Full-time";"Permanent";4;4;1;3;3;2;6;1;1;1;1
"985";"Denmark";"National";"Freelancer";NA;3;4;4;2;4;4;27;4;3;3;3
"986";"Denmark";"Regional";"Part-time";"Permanent";3;4;1;3;3;4;16;2;2;1;1
"987";"UK";"Transnational";"Full-time";"Permanent";5;5;1;2;4;2;15;4;3;3;3
"988";"Denmark";"National";"Full-time";"Permanent";5;5;1;4;4;4;22;3;3;2;2
"989";"Austria";"Regional";"Full-time";"Permanent";4;5;1;2;1;2;20;3;2;2;3
"990";"Austria";"Regional";"Full-time";"Permanent";4;4;1;4;2;2;5;4;2;2;3
"991";"Switzerland";"Regional";"Part-time";"Permanent";3;3;3;3;2;3;14;3;2;3;3
"992";"Denmark";"Regional";"Full-time";"Permanent";4;4;1;2;1;2;15;3;4;2;2
"993";"Denmark";"National";"Full-time";"Permanent";4;4;3;5;4;3;22;2;1;1;1
"994";"Denmark";"Transnational";"Freelancer";NA;5;4;1;3;5;5;10;1;1;1;1
"995";"Germany";"National";"Full-time";"Permanent";3;4;2;3;2;2;4;4;3;2;2
"996";"Denmark";"Regional";"Full-time";"Permanent";5;5;5;5;5;5;6;3;3;3;3
"997";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;5;4;5;43;3;3;1;2
"998";"Switzerland";"Transnational";"Full-time";"Permanent";4;4;1;3;4;1;30;3;3;3;3
"999";"Austria";"Regional";"Full-time";"Permanent";4;5;1;3;2;2;45;2;1;1;2
"1000";"Denmark";"National";"Full-time";"Permanent";3;3;2;2;2;5;12;3;1;1;1
"1001";"Switzerland";"Regional";"Part-time";"Permanent";4;5;1;5;2;3;4;4;4;3;3
"1002";"Switzerland";"National";"Full-time";"Permanent";3;4;1;3;2;3;6;3;3;3;3
"1003";"Austria";"National";"Full-time";"Permanent";3;4;1;2;2;1;19;2;2;2;2
"1004";"Switzerland";"Local";"Full-time";"Permanent";4;4;1;4;4;2;24;4;4;3;4
"1005";"Denmark";"National";"Full-time";"Permanent";3;2;2;2;2;4;8;3;2;4;3
"1006";"Denmark";"Regional";"Full-time";"Temporary";3;3;2;3;3;4;8;3;3;3;3
"1007";"Austria";"Regional";"Full-time";"Permanent";4;5;1;4;2;2;3;4;4;3;3
"1008";"Switzerland";"National";"Full-time";"Permanent";5;5;1;2;2;2;29;3;3;3;3
"1009";"Denmark";"National";"Freelancer";NA;4;5;2;2;4;4;22;2;2;2;2
"1010";"Austria";"National";"Full-time";"Permanent";4;4;1;2;3;3;20;4;4;3;3
"1011";"Denmark";"Regional";"Full-time";"Permanent";4;5;2;2;1;4;23;3;3;2;2
"1012";"Switzerland";"Regional";"Part-time";"Permanent";4;3;2;3;2;1;3;3;3;3;3
"1013";"Germany";"Local";"Full-time";"Permanent";5;5;1;3;3;4;15;4;3;2;2
"1014";"Austria";"National";"Full-time";"Permanent";5;5;2;3;1;4;19;2;3;2;2
"1015";"Switzerland";"National";"Part-time";NA;4;3;2;2;1;2;20;3;3;3;2
"1016";"Germany";"Regional";"Full-time";"Permanent";5;5;1;3;3;1;31;3;3;2;2
"1017";"Denmark";"Regional";"Full-time";"Permanent";5;5;2;2;3;4;25;4;3;2;3
"1018";"Denmark";"National";"Full-time";"Permanent";3;3;2;2;4;4;3;2;1;1;1
"1019";"UK";"Regional";"Part-time";"Permanent";3;3;1;5;4;3;20;3;3;3;3
"1020";"Germany";"Regional";"Full-time";"Permanent";4;5;1;4;2;1;36;5;4;3;3
"1021";"Germany";"Regional";"Full-time";"Permanent";4;4;3;4;2;1;20;1;2;1;1
"1022";"Switzerland";"Local";"Full-time";"Permanent";4;4;2;2;1;2;12;3;3;2;3
"1023";"Denmark";"Regional";"Full-time";"Permanent";5;5;2;5;4;4;24;4;3;3;3
"1024";"Austria";"National";"Part-time";"Permanent";3;4;1;4;4;3;25;4;4;3;3
"1025";"Germany";"National";"Full-time";"Permanent";4;5;1;2;4;2;40;4;4;3;3
"1026";"Denmark";"Regional";"Full-time";"Temporary";4;4;4;4;4;3;3;4;3;3;3
"1027";"Germany";"Local";"Freelancer";NA;4;4;1;4;4;3;5;4;4;3;3
"1028";"Denmark";"National";"Full-time";"Permanent";4;4;1;3;2;1;22;2;2;2;2
"1029";"Denmark";"Regional";"Full-time";"Permanent";4;4;1;4;5;4;10;2;2;2;3
"1030";"UK";"Transnational";"Full-time";"Permanent";4;4;2;4;4;4;14;3;3;3;3
"1031";"UK";"Transnational";"Full-time";"Permanent";2;3;1;4;1;4;3;1;1;1;1
"1032";"Switzerland";"National";"Full-time";"Permanent";4;4;3;4;3;2;36;3;2;2;2
"1033";"Denmark";"National";"Part-time";"Permanent";5;5;1;5;2;5;42;3;3;2;2
"1034";"Denmark";"National";"Full-time";"Permanent";5;4;2;2;2;4;29;3;3;2;2
"1035";"Germany";"Regional";"Full-time";"Permanent";5;5;2;4;1;2;35;3;3;3;3
"1036";"Denmark";"Regional";"Full-time";"Permanent";4;4;1;1;1;1;40;5;3;2;3
"1037";"Switzerland";"Regional";"Full-time";"Permanent";5;4;2;5;5;3;2;2;2;2;2
"1038";"Austria";"National";"Full-time";"Permanent";5;4;1;3;2;1;9;4;4;3;3
"1039";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;4;2;2;7;4;4;3;3
"1040";"Switzerland";"Local";"Full-time";"Permanent";4;4;2;4;2;4;2;3;3;3;3
"1041";"Switzerland";"Local";"Full-time";"Permanent";4;4;3;5;3;5;2;3;4;2;2
"1042";"Switzerland";"Regional";"Part-time";"Permanent";4;4;1;4;2;4;5;4;4;2;3
"1043";"Germany";"National";"Full-time";"Permanent";3;2;1;2;1;2;8;3;2;2;2
"1044";"Switzerland";"National";"Full-time";"Permanent";4;4;1;4;3;4;30;2;3;2;2
"1045";"Denmark";"National";"Full-time";"Permanent";4;3;1;1;5;1;35;3;3;3;3
"1046";"UK";"National";"Full-time";"Permanent";4;4;1;2;4;4;26;3;3;3;3
"1047";"Austria";"National";"Full-time";"Permanent";4;4;1;2;2;2;25;4;4;3;3
"1048";"Germany";"Local";"Freelancer";NA;2;2;1;4;3;1;15;3;3;3;3
"1049";"Denmark";"National";"Freelancer";NA;4;3;1;2;2;4;15;5;4;2;3
"1050";"Switzerland";"National";"Full-time";"Temporary";3;5;1;3;2;1;3;2;2;3;3
"1051";"UK";"Local";"Full-time";"Permanent";5;5;2;4;4;2;20;3;3;3;3
"1052";"Germany";"Regional";"Full-time";"Permanent";3;3;2;2;1;2;15;4;3;2;2
"1053";"Germany";"Local";"Full-time";"Permanent";5;4;2;5;3;4;17;4;3;3;2
"1054";"Austria";"Regional";"Full-time";"Permanent";4;4;1;1;1;1;16;3;3;3;3
"1055";"Denmark";"National";"Freelancer";NA;4;4;1;1;1;3;10;3;3;3;3
"1056";"Switzerland";"Regional";"Freelancer";NA;4;3;2;2;2;2;12;3;3;2;3
"1057";"Switzerland";"Regional";"Part-time";"Permanent";4;4;2;2;2;1;13;3;2;3;3
"1058";"Germany";"National";"Freelancer";NA;4;5;1;2;2;1;31;4;4;4;3
"1059";"Germany";"National";"Full-time";"Permanent";5;5;2;2;1;3;10;4;3;4;4
"1060";"UK";"National";"Freelancer";NA;NA;4;2;4;4;5;8;3;3;3;3
"1061";"Denmark";"Local";"Freelancer";NA;5;4;3;4;3;4;40;2;2;2;2
"1062";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;3;1;2;15;5;5;3;3
"1063";"Denmark";"Regional";"Full-time";"Temporary";4;4;1;2;2;3;4;2;2;2;2
"1064";"Denmark";"National";"Full-time";"Permanent";2;3;1;2;4;3;10;4;3;3;3
"1065";"Switzerland";"Regional";"Full-time";"Permanent";4;5;2;4;2;4;18;4;4;3;3
"1066";"Germany";"Regional";"Full-time";"Permanent";3;4;1;2;2;1;6;4;4;3;3
"1067";"Denmark";"National";"Full-time";"Permanent";4;4;2;4;4;4;34;4;3;3;3
"1068";"Denmark";"National";"Freelancer";NA;4;4;1;1;2;4;39;2;2;1;1
"1069";"Austria";"National";"Full-time";"Permanent";5;5;2;2;4;1;11;1;3;2;1
"1070";"UK";"Transnational";"Full-time";"Permanent";4;5;1;1;1;3;28;3;2;2;2
"1071";"Denmark";"Local";"Freelancer";NA;1;4;1;2;4;1;30;3;3;3;2
"1072";"Denmark";"National";"Full-time";"Permanent";4;4;4;3;3;4;17;3;3;3;3
"1073";"Switzerland";"National";"Part-time";"Permanent";4;4;1;3;2;2;15;4;4;3;4
"1074";"Denmark";"Regional";"Full-time";"Permanent";3;3;2;4;4;2;38;3;2;2;2
"1075";"Austria";"Regional";"Full-time";"Permanent";4;4;1;3;1;2;16;4;3;3;4
"1076";"Switzerland";"National";"Full-time";"Permanent";5;5;1;2;2;3;13;2;3;1;1
"1077";"Denmark";"National";"Freelancer";NA;4;4;4;4;4;4;24;3;3;3;2
"1078";"Denmark";"National";"Freelancer";NA;4;4;3;4;4;4;10;3;2;1;2
"1079";"Switzerland";"National";"Part-time";"Permanent";3;4;1;1;2;1;30;4;4;2;2
"1080";"Germany";"Local";"Full-time";"Permanent";5;5;1;4;3;3;22;3;3;3;3
"1081";"Denmark";"National";"Full-time";"Permanent";5;5;2;5;2;5;12;2;3;2;2
"1082";"Germany";"Regional";"Full-time";"Permanent";3;3;1;4;2;1;10;4;4;4;4
"1083";"Denmark";"National";"Freelancer";NA;4;4;1;2;2;4;11;3;2;1;2
"1084";"Denmark";"National";"Full-time";"Permanent";2;2;1;4;4;4;25;3;3;3;2
"1085";"Denmark";"National";"Full-time";"Permanent";5;4;3;1;1;1;27;3;1;1;3
"1086";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;2;1;2;5;3;3;3;1
"1087";"Denmark";"National";"Full-time";"Permanent";3;4;5;5;4;4;5;2;2;3;3
"1088";"Switzerland";"National";"Full-time";"Permanent";4;4;2;4;3;3;10;2;2;2;2
"1089";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;1;1;1;27;4;2;3;3
"1090";"UK";"Transnational";"Full-time";"Permanent";4;3;1;4;1;3;20;4;4;4;4
"1091";"Austria";"National";"Part-time";"Permanent";4;5;1;2;2;2;20;2;2;2;2
"1092";"UK";"Regional";"Freelancer";NA;5;5;2;4;4;4;4;2;1;2;2
"1093";"Denmark";"Regional";"Full-time";"Permanent";3;4;4;5;4;5;2;4;4;3;4
"1094";"UK";"Transnational";"Full-time";"Permanent";1;3;1;4;2;2;34;2;2;2;2
"1095";"Switzerland";"Local";"Full-time";"Permanent";4;4;1;4;2;2;13;3;4;3;3
"1096";"Germany";"National";"Full-time";"Permanent";4;4;1;1;1;3;8;4;3;3;3
"1097";"Denmark";"National";"Full-time";"Permanent";3;3;2;2;2;2;30;4;3;3;3
"1098";"UK";"Transnational";"Freelancer";NA;4;4;2;5;4;4;10;4;4;4;3
"1099";"Austria";"National";"Full-time";"Permanent";3;3;2;3;1;2;7;4;4;2;3
"1100";"UK";"National";"Full-time";"Permanent";4;5;1;4;4;4;26;2;2;2;2
"1101";"Denmark";"National";"Full-time";"Permanent";4;5;4;4;3;4;20;2;2;3;2
"1102";"Austria";"National";"Full-time";"Permanent";5;5;1;4;4;1;11;4;3;2;2
"1103";"Germany";"Regional";"Full-time";"Permanent";4;4;1;2;2;2;39;3;3;3;3
"1104";"Denmark";"National";"Full-time";"Permanent";3;4;3;3;3;4;12;3;3;2;3
"1105";"Denmark";"National";"Full-time";"Permanent";4;4;1;2;2;3;11;3;3;3;3
"1106";"Austria";"National";"Full-time";"Permanent";4;4;1;2;1;2;28;4;3;3;3
"1107";"Switzerland";"Regional";"Full-time";"Permanent";2;2;2;3;3;5;25;3;3;2;2
"1108";"Austria";"National";"Full-time";"Permanent";3;3;1;2;2;2;18;2;2;2;2
"1109";"UK";"Local";"Full-time";"Permanent";5;5;2;4;2;4;2;3;3;3;4
"1110";"Denmark";"National";"Full-time";"Temporary";3;4;2;4;2;4;5;3;3;3;2
"1111";"Denmark";"National";"Full-time";"Permanent";3;1;2;4;4;4;27;3;2;2;2
"1112";"UK";"Transnational";"Full-time";"Permanent";4;4;1;4;3;2;5;2;1;3;3
"1113";"Denmark";"National";"Full-time";"Permanent";4;4;1;2;2;1;12;3;2;2;3
"1114";"Denmark";"Local";"Freelancer";NA;3;5;1;1;4;1;28;2;2;2;1
"1115";"Austria";"Regional";"Full-time";"Permanent";4;4;1;3;1;2;9;2;2;1;1
"1116";"Switzerland";"Regional";"Full-time";"Permanent";4;5;2;3;3;1;12;3;4;1;3
"1117";"Denmark";"National";"Full-time";"Permanent";4;4;2;4;2;3;1;3;3;3;2
"1118";"Austria";"National";"Full-time";"Permanent";4;4;1;1;2;1;20;3;3;2;2
"1119";"Germany";"Local";"Full-time";"Permanent";4;4;2;3;3;3;5;2;2;2;2
"1120";"Switzerland";"Regional";"Part-time";"Permanent";5;5;1;5;1;1;3;4;4;3;3
"1121";"Denmark";"National";"Full-time";"Temporary";2;2;3;3;3;3;10;2;2;2;2
"1122";"Denmark";"Regional";"Full-time";"Permanent";3;4;2;4;3;4;30;2;2;2;2
"1123";"Switzerland";"National";"Part-time";"Permanent";4;5;1;5;2;2;24;3;3;3;3
"1124";"Denmark";"Regional";"Full-time";"Permanent";5;5;2;4;4;4;21;3;3;3;3
"1125";"Austria";"Local";"Freelancer";NA;4;4;3;4;2;4;29;2;2;1;2
"1126";"UK";"National";"Full-time";"Permanent";4;5;1;4;4;4;31;3;3;3;3
"1127";"Switzerland";"National";"Part-time";"Permanent";4;4;2;3;2;2;25;3;3;2;3
"1128";"Switzerland";"Local";"Part-time";"Temporary";4;4;2;2;2;2;25;3;3;2;2
"1129";"Denmark";"National";"Freelancer";NA;5;4;1;4;5;3;17;4;3;3;3
"1130";"UK";"Transnational";"Full-time";"Permanent";5;5;1;1;1;1;22;3;2;1;3
"1131";"Germany";"Regional";"Freelancer";NA;4;5;1;3;2;2;20;3;3;3;3
"1132";"Germany";"National";"Full-time";"Permanent";4;5;2;3;2;1;25;5;4;2;4
"1133";"Austria";"Local";"Freelancer";NA;3;3;1;1;1;1;20;4;3;2;1
"1134";"Denmark";"National";"Full-time";"Permanent";4;4;3;3;3;3;8;3;2;2;2
"1135";"Denmark";"National";"Full-time";"Permanent";3;4;1;4;4;3;19;3;4;3;3
"1136";"Germany";"Regional";"Full-time";"Temporary";3;4;3;5;3;2;1;3;3;2;2
"1137";"UK";"Local";"Full-time";"Permanent";5;5;1;1;1;1;27;4;3;3;3
"1138";"UK";"Transnational";"Full-time";"Permanent";5;5;2;5;4;4;12;4;4;2;2
"1139";"Austria";"National";"Full-time";"Permanent";4;4;1;3;4;2;10;3;4;3;3
"1140";"Switzerland";"Regional";"Full-time";"Temporary";4;5;2;5;2;2;8;3;3;3;3
"1141";"UK";"Local";"Full-time";"Permanent";4;4;1;5;2;1;29;2;1;2;3
"1142";"Austria";"National";"Freelancer";NA;4;2;1;4;3;3;3;4;4;3;3
"1143";"Austria";"Regional";"Full-time";"Permanent";5;4;1;5;2;1;40;4;3;3;3
"1144";"UK";"National";"Full-time";"Permanent";4;4;1;4;2;3;18;3;3;2;3
"1145";"Switzerland";"National";"Full-time";"Permanent";4;5;1;5;3;3;10;4;4;2;2
"1146";"Switzerland";"National";"Part-time";"Permanent";4;4;1;1;1;1;5;3;4;3;3
"1147";"Germany";"National";"Full-time";"Permanent";4;4;3;4;2;5;16;3;3;2;3
"1148";"Austria";"National";"Full-time";"Permanent";4;4;1;5;2;2;15;4;3;2;2
"1149";"UK";"Transnational";"Part-time";"Permanent";4;4;1;1;1;1;9;4;4;3;3
"1150";"Austria";"Local";"Full-time";"Permanent";3;3;1;4;4;1;23;2;2;2;2
"1151";"Switzerland";"National";"Full-time";"Permanent";3;4;1;1;2;1;5;4;4;3;3
"1152";"Germany";"Local";"Full-time";"Permanent";3;4;1;4;3;1;20;3;3;3;2
"1153";"Denmark";"National";"Full-time";"Permanent";5;5;1;1;1;3;25;3;3;3;3
"1154";"Switzerland";"Regional";"Full-time";"Permanent";4;4;2;4;1;2;9;3;4;3;2
"1155";"UK";"Transnational";"Full-time";"Permanent";4;5;2;4;2;3;11;3;3;3;3
"1156";"Germany";"National";"Full-time";"Permanent";3;4;2;5;3;2;19;4;3;2;3
"1157";"UK";"Transnational";"Full-time";"Permanent";5;5;1;4;4;2;25;2;2;2;2
"1158";"UK";"National";"Full-time";"Permanent";4;4;1;4;4;3;24;2;2;1;2
"1159";"Austria";"National";"Freelancer";NA;5;4;1;3;2;1;22;3;2;2;2
"1160";"Austria";"National";"Full-time";"Permanent";5;5;1;1;1;1;20;3;3;2;2
"1161";"UK";"Transnational";"Full-time";"Permanent";4;3;1;2;1;4;2;3;3;3;2
"1162";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;2;2;2;21;3;3;2;2
"1163";"Switzerland";"National";"Part-time";"Permanent";4;4;2;2;2;1;33;3;3;2;3
"1164";"UK";"National";"Full-time";"Permanent";3;3;1;5;3;3;10;3;3;3;3
"1165";"Denmark";"National";"Full-time";"Permanent";4;NA;1;2;3;1;44;3;2;2;2
"1166";"UK";"Local";"Part-time";"Permanent";4;5;4;5;4;3;4;3;2;2;3
"1167";"Germany";"Regional";"Full-time";"Permanent";5;5;1;2;1;4;35;3;3;3;3
"1168";"Denmark";"National";"Freelancer";NA;3;4;1;1;1;1;29;3;3;3;3
"1169";"Austria";"Regional";"Full-time";"Permanent";4;4;1;1;2;2;6;3;3;2;3
"1170";"Denmark";"National";"Full-time";"Permanent";4;4;2;1;1;2;11;3;3;3;3
"1171";"Austria";"Regional";"Full-time";"Permanent";4;4;1;2;2;2;NA;3;3;3;3
"1172";"Denmark";"National";"Freelancer";NA;4;4;2;3;4;4;40;4;3;3;3
"1173";"Denmark";"National";"Full-time";NA;4;5;3;2;2;2;38;3;3;3;3
"1174";"UK";"Transnational";"Full-time";"Permanent";5;4;1;1;1;1;21;3;3;3;3
"1175";"Austria";"National";"Full-time";"Permanent";3;4;2;5;3;4;20;3;3;1;2
"1176";"Denmark";"National";"Full-time";NA;2;2;5;1;2;1;19;3;4;2;2
"1177";"Austria";"National";"Full-time";"Permanent";4;5;1;2;1;1;34;4;4;3;3
"1178";"Switzerland";"Local";"Full-time";"Permanent";5;5;3;4;2;2;20;3;3;2;3
"1179";"Germany";"Regional";"Full-time";"Permanent";4;5;1;3;1;1;25;4;3;4;4
"1180";"Denmark";"Regional";"Full-time";"Permanent";4;4;2;2;2;4;23;4;3;2;3
"1181";"UK";"Regional";"Full-time";NA;3;4;2;4;4;3;NA;3;3;3;3
"1182";"Germany";"Regional";"Full-time";"Permanent";4;5;2;4;2;3;16;3;3;2;2
"1183";"Germany";"Regional";"Full-time";"Permanent";3;4;3;4;3;2;1;3;4;3;3
"1184";"Denmark";"National";"Freelancer";NA;4;4;2;4;4;4;7;2;3;2;3
"1185";"Germany";"Local";"Full-time";"Permanent";5;5;1;4;2;3;34;3;2;2;3
"1186";"Austria";"National";"Full-time";"Permanent";4;5;1;3;1;2;26;2;2;2;2
"1187";"Switzerland";"Regional";"Full-time";"Permanent";5;5;1;1;1;1;25;3;3;3;3
"1188";"Austria";"National";"Full-time";"Permanent";3;3;1;5;2;3;10;2;2;2;2
"1189";"Denmark";"National";"Full-time";"Permanent";3;4;1;3;5;4;22;3;3;3;3
"1190";"Denmark";"National";"Full-time";NA;4;3;1;1;2;1;35;3;3;2;2
"1191";"Denmark";"National";"Full-time";"Permanent";4;4;1;1;1;1;21;2;3;2;2
"1192";"Germany";"Regional";"Full-time";"Permanent";5;5;2;2;2;2;35;3;3;3;3
"1193";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;3;2;2;18;3;4;3;3
"1194";"Denmark";"National";"Full-time";"Permanent";5;4;1;5;1;3;35;2;3;2;2
"1195";"UK";"National";"Freelancer";NA;5;4;1;3;5;5;30;4;4;4;4
"1196";"Switzerland";"Regional";"Full-time";"Permanent";4;4;1;4;4;2;4;4;4;3;3
"1197";"Austria";"National";"Full-time";"Permanent";4;4;1;3;3;1;7;3;3;3;3
"1198";"Denmark";"National";"Freelancer";NA;5;4;3;4;3;4;10;1;1;1;1
"1199";"Denmark";"Regional";"Full-time";NA;4;4;3;3;2;3;8;4;3;3;3
"1200";"Denmark";"National";"Full-time";"Permanent";2;3;1;4;1;4;13;4;4;3;3
